fossil_id,description,object_name,strat_type,period,taxonomy,url
9247,Fossilised guard of a Jurassic belemnite. The narrow end of the guard is missing.,Belemnite,"Chronostratigraphy, Lithostratigraphy",Jurassic Period,Belemnites Brugerianus.,https://data.nhm.ac.uk/media/ludlow:shyms_g_2007_0020.jpg
7542,"Fossilised remains of cheek bones from the Devonian lobe finned fish, Osteolepis sp. found at Weydale Quarry, Caithness.",Fish,Chronostratigraphy,Devonian Period,Osteolepis sp.,https://data.nhm.ac.uk/media/ludlow:G.08713.jpg
9133,"Fossilised remains of the Ordovician trilobite, Parabolinella triarthra. Almost complete specimens of young individuals. Found at Shineton Brook.",Trilobite,Chronostratigraphy,Ordovician Period,Parabolinella triarthra,https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0002.jpg
8669,"Fossilised shell remains of the Jurassic bivalve Avicula novemcostae, found at Prees, Shropshire.",BIVALVE,Chronostratigraphy,Jurassic Period,Avicula novemcostae,https://data.nhm.ac.uk/media/ludlow:G.20196.jpg
7507,"Fragmentary remains of a Devonian placoderm fish. Found at Farlow Brook, Shropshire.",Fish,Chronostratigraphy,Devonian Period,Arctolepis sp.,https://data.nhm.ac.uk/media/ludlow:G.08518.002.jpg
6680,"Silurian fossil cephalopod, Gomphoceras pyriforme, fragment of phragmocone.",Cephalopod,"Biostratigraphy, Chronostratigraphy, Lithostratigraphy",Silurian Period,Gomphoceras pyriforme,https://data.nhm.ac.uk/media/ludlow:G.00192.001.jpg
7556,"Fossilised remains of the Silurian fish Hemicyclaspis sp. found on the banks of the river Teme, Ludlow",Fish,Chronostratigraphy,Silurian Period,Hemicyclaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.08741.jpg
9173,"Fossilised remains of the Carboniferous coral, Syringopora reticulata (Goldfuss). Found at Harpers Dingle, The Wrekin, Shropshire.",CORAL,Chronostratigraphy,Carboniferous Period,Syringopora reticulata,https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0616.002b.jpg; https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0616.002.jpg
7536,Tooth whorl from a jawed Silurian ancanthodian fish.,Fish,Chronostratigraphy,Silurian Period,Ancanthodes sp.,https://data.nhm.ac.uk/media/ludlow:G.08688a.jpg; https://data.nhm.ac.uk/media/ludlow:G.08688b.jpg
6690,"Fossilised remains of the Silurian brachiopod, Lingula lewisi.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Lingula lewisi,https://data.nhm.ac.uk/media/ludlow:G.00273.jpg
7582,"Fossilised fragments of the Silurian graptolite Pristiograptus tumescens. Found in Mortimer Forest, near Ludlow.",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus tumescens,https://data.nhm.ac.uk/media/ludlow:G.08996a.jpg; https://data.nhm.ac.uk/media/ludlow:G.08996b.jpg
9213,Fossilised shell of the Carboniferous brachiopod Spirifera pennystenensis found at Coalbrookdale.,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Carboniferous Period,Spirifera pennystenensis,https://data.nhm.ac.uk/media/ludlow:shyms_g_1982_060.003.jpg
8718,"Fossilised remains of the horn shaped corallite of the Cretaceous solitary coral Trochocyathus conulus, viewed from the apical end of the corallite, showing the septal furrows. From the Upper Greensand formation.",CORAL,"Chronostratigraphy, Lithostratigraphy",Cretaceous Period,Trochocyathus conulus,https://data.nhm.ac.uk/media/ludlow:G.20249.011.jpg
7537,A fossilised fragment of the jaw of a Silurian Acanthodian bony fish.,Fish,Chronostratigraphy,Silurian Period,Acanthodia sp.,https://data.nhm.ac.uk/media/ludlow:G.08694.jpg
6712,"Fossilised remains of the Silurian brachiopod, Eospirifer radiatus found at Mocktree",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Eospirifer radiatus,https://data.nhm.ac.uk/media/ludlow:G.01036.jpg
7591,"Fossilised remains of the Silurian graptolite Pristiograptus sp. found at Church Hill, Leintwardine.",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.09043a.jpg; https://data.nhm.ac.uk/media/ludlow:G.09043b.jpg
9221,"Sample of Jurassic sedimentary oolite rock. Found in Bath, Somerset.",oolite,Chronostratigraphy,Jurassic Period,,https://data.nhm.ac.uk/media/ludlow:shyms_g_1982_157.jpg
8743,"Fossilised remains of a Pliocene crab, Trichopeltarion greggi found at Motunau beach, New Zealand",Crab,Chronostratigraphy,Cenozoic Era,Trichopeltarion greggi,https://data.nhm.ac.uk/media/ludlow:G.20268.jpg
7541,"Fossilised head and part of the scaled body of the Devonian lobe finned lung fish, Dipterus valenciennesi.",Fish,Chronostratigraphy,Devonian Period,Dipterus valenciennesi,https://data.nhm.ac.uk/media/ludlow:G.08712.002.jpg
6749,"Fossilized remains of fragment of phragmocone of the Silurian orthocone cephalopod, Orthoceras ibex showing the septal suture divisions. Found at Shobdon, Herefordsire.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.02051.001.jpg
7605,Fossilised fragment of the Silurian graptolite Monograptus priodon. Found at Burrington.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Monograptus priodon,https://data.nhm.ac.uk/media/ludlow:G.09104a.jpg
6664,"Fossilised remains of a single specimen of a Silurian brachiopod, Paucicrurias elegantula.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Paucicruria elegantula,https://data.nhm.ac.uk/media/ludlow:G.00147.jpg
7570,Fossilised remains of the Silurian graptolite Pristiograptus sp. found at Buttington.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.08909.jpg
6768,"Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras bullatum showing septal structure. Found at Lower Wood, Whitcliffe, Ludlow.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.02186.jpg
8200,"Fossilised leaf of a Carboniferous seed fern, Neuropteris sp. Collected from the Coal Measures.",Plant,Chronostratigraphy,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14405.001.jpg
6732,Fossilised shell remains of the Silurian bivalve Fuchsella amygdalina found in Ludlow.,BIVALVE,Chronostratigraphy,Silurian Period,Fuchsella amygdalina,https://data.nhm.ac.uk/media/ludlow:G.01750.jpg
8759,"Fossilised shell remains of the Eocene scaphopod Antalis striata found at Barton-on-Sea, Hampshire.",Scaphopod,Chronostratigraphy,Cenozoic Era,Antalis striata,https://data.nhm.ac.uk/media/ludlow:G.20294.001.jpg
7585,Fossilised fragmentary and more complete remains of the Silurian graptolite Colonograptus colonus. Found at Upper Millichope.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Colonograptus colonus,https://data.nhm.ac.uk/media/ludlow:G.09003.002.jpg
6806,"Fossilised remains of the Ordovician trilobite Ogyginus corndensis found at Upper Gilwern, Llandrindod Wells",Trilobite,Chronostratigraphy,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02632.jpg
8211,"Fossilised remains of Upper Carboniferous pteridosperm Alethopteris sp. Found at Lady Windsor Colliery, Ynysybisl.",Pteridosperm,Chronostratigraphy,Carboniferous Period,Alethopteris sp.,https://data.nhm.ac.uk/media/ludlow:G.14446.jpg
6783,"Fossilised remains of fragment of the phragmacone of the Silurian orthocone cephalopod, Orthoceras ludense.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.02274a.jpg; https://data.nhm.ac.uk/media/ludlow:G.02274b.jpg
9147,"Fossil brachiopod, Discina striata. Silurian: Wenlock Limestone.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Discina striata,https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0235.003.jpg
7600,Fossilised fragments of the Silurian graptolite Monograptus sp. Found at Guilsfield.,Graptolite,Chronostratigraphy,Silurian Period,Monograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.09085.jpg
6829,"Fossilised remains of cephalon of the Silurian trilobite Dalmanites myops, showing the eyes and glabella (a) also a fossilised valve of the Silurian gastropod Bembexia lloydi (b). Found at Upper Millichope, Shopshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops; Bembexia lloydi,https://data.nhm.ac.uk/media/ludlow:G.03065.jpg
8251,"Fossilised remains of Silurian graptolite Monograptus sp. Preserved as an incomplete colony. Found by Shepherd, H.H. on Builth Road.",Graptolite,Chronostratigraphy,Silurian Period,Monograptus sp.; Graptolite,https://data.nhm.ac.uk/media/ludlow:G.14704.jpg
6794,Fossilised remains of the Ordovician trilobite Cryptolithus fimbriatus.,Trilobite,Chronostratigraphy,Ordovician Period,Cryptolithus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.02534.jpg
8797,"A fine grained, well sorted, sandstone. Composed largely of quartz with some ferruginous material present. Derived from Triassic rocks and collected from Eyeton-on-Severn Gravel Pit.",Quartz Arenite,Chronostratigraphy,Triassic Period,,https://data.nhm.ac.uk/media/ludlow:G.20334d.jpg; https://data.nhm.ac.uk/media/ludlow:G.20334a.jpg; https://data.nhm.ac.uk/media/ludlow:G.20334b.jpg; https://data.nhm.ac.uk/media/ludlow:G.20334c.jpg
7608,Fossilised remains of the Silurian graptolite Pristiograptus sp. Found at Burrington.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.09109.002a.jpg; https://data.nhm.ac.uk/media/ludlow:G.09109.002b.jpg
6843,"Fossilised remains of phragmacone showing the septal surfaces of the Silurian cephalopods Imbricatoceras subundulatum and Orthoceras ibex cephalopod. Also in the matrix is a fossilised fragment of the Silurian graptolite Monograptus sp. Found at Upper Millichope, Shropshire.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Imbricatoceras sunundulatum; Orthoceras ibex; Monograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03149.jpg
8257,Fossilised remains of the Silurian graptolite Monograptus priodon. Found at Burrington.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Monograptus priodon,https://data.nhm.ac.uk/media/ludlow:G.14739.jpg
6830,"Fossilised remains of cephalon of the Silurian trilobite Dalmanites myops found at Upper Millichope, Shropshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03066.jpg
8817,"A sample of yellow brown, fine-grained sandstone with large smooth, near symmetrical, curved ripple marks on bedding surface, from the Ordovician Period, Caradoc Series",Sandstone,Chronostratigraphy,Ordovician Period,,https://data.nhm.ac.uk/media/ludlow:G.20354.jpg
8260,Fossilised remains of the Silurian graptolite Monograptus flemingii. Found by Sir Arthur Dixon at Llanrwst.,Graptolite,Chronostratigraphy,Silurian Period,Monograptus flemingii,https://data.nhm.ac.uk/media/ludlow:G.14745.jpg
6870,"Fossilised remains of the ventral plate from the head shield of the Silurian heterostracan fish, Phialaspis symondsi found at Devil's Hole, Morville",Fish,Chronostratigraphy,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03290.jpg
8275,"Fossilised remains of the Silurian graptolites Pristiograptus tumescens. Found at Gorsty, near Ludlow.",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus tumescens,https://data.nhm.ac.uk/media/ludlow:G.14821.jpg
6896,"Fossilised fragment of the Silurian Acanthodian fish Parexus sp. found at Devils, Hole, Morville, Shropshire.",Fish,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Parexus sp.,https://data.nhm.ac.uk/media/ludlow:G.03404.003.jpg
8281,"Fossilised shell remains of the Silurian gastropod Acroculia sp. found at Wrens Nest, Dudley.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Acroculia sp.,https://data.nhm.ac.uk/media/ludlow:G.14868.jpg
6875,"Fossilised remains of Silurian jawless heterostracan fish Phialaspis symondsi found at Devil's Hole, Morville, Shropshire.",Fish,Chronostratigraphy,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03306a.jpg
8292,"Fossilised shell remains of the Silurian gastropod Cyclonema sp. found by Whiteman, Mr. & Mrs., at Grange Quarry, Eardington near Bridgnorth, Shropshire.",Gastropod,Chronostratigraphy,Silurian Period,Cyclonema sp.,https://data.nhm.ac.uk/media/ludlow:G.14978.001.jpg
6905,Fossilised remains of Devonian agnathan fish Pteraspis sp. found at Hudwick Dingle,Fish,Chronostratigraphy,Devonian Period,Pteraspis sp.,https://data.nhm.ac.uk/media/ludlow:G.03465.jpg; https://data.nhm.ac.uk/media/ludlow:G.03465a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03465b.jpg
8307,"Fossilised remains of a long bone from an extinct species of Bison. Found in the Siwalik Hills, India",Bison; Long bone,Chronostratigraphy,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.15153.jpg; https://data.nhm.ac.uk/media/ludlow:G.15153a.jpg
6920,"Fossilised remains of the proximal end of a deer femur, from the Siwalik Hills of India.",Deer; Femur,Chronostratigraphy,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03557a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03557b.jpg
8303,"Fossilised fragment of a metapodial bone from an extinct species of Bison. Founhd in the Siwalik Hills, India",Bison; Metapodial,Biostratigraphy,Cenozoic Era,Bison; Bovidae,https://data.nhm.ac.uk/media/ludlow:G.15148.jpg
6910,"Fossilised remains of the Devonian fish Pterichthyodes sp. found at Campbelltown, New Brunswick",Fish,Chronostratigraphy,Devonian Period,Pterichthyodes sp.,https://data.nhm.ac.uk/media/ludlow:G.03498.jpg
8331,Fossilised remains of part of a long bone from an extinct ruminant from the Siwalik Hills of India.,Ruminant; Long bone,Chronostratigraphy,Cenozoic Era,Artiodactyla,https://data.nhm.ac.uk/media/ludlow:G.15201.jpg
6928,"Fossilised remains of a part of a deer vertebra, possibly lumbar, from the Siwalik Hills of India.",Deer; Vertebra,Chronostratigraphy,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03567a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03567b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03567c.jpg; https://data.nhm.ac.uk/media/ludlow:G.03567d.jpg
8347,"Fossilised remains of a right lower jaw including a molar tooth from an extinct species of elelphant, Elephas namadicus. Found in the Siwalik Hills, India",Elephant; Jaw,Chronostratigraphy,Cenozoic Era,Elephas nomadicus,https://data.nhm.ac.uk/media/ludlow:G.15230a.jpg; https://data.nhm.ac.uk/media/ludlow:G.15230b.jpg; https://data.nhm.ac.uk/media/ludlow:G.15230c.jpg
6937,Fossilised remains of Hippopotamus tooth from the Siwalik Hills of India.,Hippopotamus; Tooth,Chronostratigraphy,Cenozoic Era,Hippopotamus sp.,https://data.nhm.ac.uk/media/ludlow:G.03581a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03581b.jpg
8887,Hand specimen of Comley sandstone. Cut on one side to make thin sections. Found at Comley,Sandstone,Chronostratigraphy,Cambrian Period,Sandstone,https://data.nhm.ac.uk/media/ludlow:G.20500.001.jpg; https://data.nhm.ac.uk/media/ludlow:G.20500.001b.jpg; https://data.nhm.ac.uk/media/ludlow:G.20500.001a.jpg
8367,Fossilised shell remains of the Silurian brachiopod Rhynchotreta cuneata,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Rhynchotreta cuneata,https://data.nhm.ac.uk/media/ludlow:G.15617a.jpg; https://data.nhm.ac.uk/media/ludlow:G.15617b.jpg
6956,Fossilised fragments of the Silurian graptolite Pristiograptus sp. found at Trippleton.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03616.jpg
8389,"A near complete shell of the Cretaceous ammonite, Lytoceras juilleti. The shell is planispiral and compressed in form and shows typical ammonitic suture patterns.",AMMONITE,Chronostratigraphy,Cretaceous Period,Lytoceras juilleti,https://data.nhm.ac.uk/media/ludlow:G.16153.jpg
6983,Fossilised shell remains of the Silurian gastropod Poleumita discors found on Wenlock Edge.,Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Poleumita discors,https://data.nhm.ac.uk/media/ludlow:G.03785.jpg
8978,Microscope thin section made from a hand specimen of sandstone from Grinshill.,Sandstone,Chronostratigraphy,Triassic Period,,https://data.nhm.ac.uk/media/ludlow:G.20551.005a.jpg; https://data.nhm.ac.uk/media/ludlow:G.20551.005b.jpg; https://data.nhm.ac.uk/media/ludlow:G.20551.005c.jpg; https://data.nhm.ac.uk/media/ludlow:G.20551.005d.jpg; https://data.nhm.ac.uk/media/ludlow:G.20551.005e.jpg
8394,"Fossilised remains of a Jurassic ammonite interior, showing mineralised septa.",AMMONITE,Chronostratigraphy,Jurassic Period,CEPHALOPODA,https://data.nhm.ac.uk/media/ludlow:G.16188.jpg
6967,"Fossilised remains of Carboniferous trunk section, Sigillaria sp. Found at Highley Colliery, Shropshire.",Plant,Chronostratigraphy,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.03676.jpg; https://data.nhm.ac.uk/media/ludlow:G.03676a.jpg
8441,"A coarse grained and unsorted Ordovician grit. Found near the fort at Caer Caradoc, Shroposhire.",Sandstone,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Hoar Edge Grit,https://data.nhm.ac.uk/media/ludlow:G.16539.jpg
7168,"Fossil of the Silurian cephalopod, Gomphoceras sp. found in building stone in wall at Bromfield Manor. The counterpart of this specimen is G.05436.001.",Cephalopod,Chronostratigraphy,Silurian Period,Gomphoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.05436.002.jpg
8992,"Microscope thin section of Precambrian Longmyndian Greywacke, made from a hand specimen collected at Bayston Hill.",,Chronostratigraphy,Precambrian Eon,,https://data.nhm.ac.uk/media/ludlow:G.20552.004a.jpg; https://data.nhm.ac.uk/media/ludlow:G.20552.004b.jpg; https://data.nhm.ac.uk/media/ludlow:G.20552.004c.jpg; https://data.nhm.ac.uk/media/ludlow:G.20552.004d.jpg; https://data.nhm.ac.uk/media/ludlow:G.20552.004e.jpg
8410,"Fossilised shell remains of the Silurian gastropod Murchisonia coralii found at High Vinnals, Mortimer Forest, Ludlow.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Murchisonia coralii,https://data.nhm.ac.uk/media/ludlow:G.16327.002.jpg
6968,"Fossilised remains of stem of the Carboniferous ' horsetail ', Calamites sp. found at Highley Quarry, Shropshire.",Plant,Chronostratigraphy,Carboniferous Period,Calamites sp.,https://data.nhm.ac.uk/media/ludlow:G.03678.jpg
8482,"Silurian assemblage containing fossilised fragments of coral, Coenites sp.; polyzoan, bryozoan Fenestella sp.; cricoconarida Tentaculites ornatus; brachiopods, Anastrophia deflexa,  Rhynchotreta cuneata and Atrypa reticularis; trilobites and crinoid columnals found at Wren's Nest, Dudley",Assemblage,"Chronostratigraphy, Lithostratigraphy",Silurian Period,"[None, 'Fenestella sp.', 'Tentaculites ornatus', 'Anastrophia deflexa', 'Rhynchotreta cuneata', 'Atrypa reticularis']",https://data.nhm.ac.uk/media/ludlow:G.17771a.jpg; https://data.nhm.ac.uk/media/ludlow:G.17771b.jpg
7171,Fossilised remains of a phragmocone mould of the Silurian cephalopod Imbricatoceras subundulatum cephalopod fossil found in the Ludlow district.,Cephalopod,Chronostratigraphy,Silurian Period,Imbricatoceras subundulatum,https://data.nhm.ac.uk/media/ludlow:G.05454.001.jpg
8995,Microscope thin section of Carboniferous limestone. Made from a hand specimen collected at Llanymynech.,Limestone,Chronostratigraphy,Carboniferous Period,,https://data.nhm.ac.uk/media/ludlow:G.20555.002a.jpg; https://data.nhm.ac.uk/media/ludlow:G.20555.002b.jpg; https://data.nhm.ac.uk/media/ludlow:G.20555.002c.jpg; https://data.nhm.ac.uk/media/ludlow:G.20555.002d.jpg; https://data.nhm.ac.uk/media/ludlow:G.20555.002e.jpg
8423,Greyish-brown Precambrian sandstone with flecks of mica. The rock type shows some lamination which occaisionally displays cross bedding. Found at the Batch.,Sandstone,"Chronostratigraphy, Lithostratigraphy",Precambrian Eon,Cardingmill Grit,https://data.nhm.ac.uk/media/ludlow:G.16508a.jpg
6981,"Fossilised remains of single flat pedicle valve from the Silurian inarticulate brachiopod, Orbiculoidea sp. The valve is circular in outline and possesses well defined concentric growth lines.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orbiculoidea sp.,https://data.nhm.ac.uk/media/ludlow:G.03765.002.jpg
8529,"Fossilised assemblage of Silurian fish fragments, including Acanthodian remains. Found Earnstrey Hall, Shropshire.",Fish,Chronostratigraphy,Silurian Period,,https://data.nhm.ac.uk/media/ludlow:G.19636.jpg
7174,"Fragment of phragmocone of a Dawsonoceras annulatum cephalopod fossil, showing septa.",Cephalopod,Chronostratigraphy,Silurian Period,Dawsonoceras annulatum,https://data.nhm.ac.uk/media/ludlow:G.05567a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05567b.jpg
8546,"Fossilised remains of the Jurassic bivalve, Cardinia ovalis. Found in the Whitchurch area, Shropshire.",BIVALVE,Chronostratigraphy,Jurassic Period,Cardinia ovalis,https://data.nhm.ac.uk/media/ludlow:G.20011.jpg
6989,"Fossilised remains of one half of a water-worn nodule containing the partial remains of a Silurian crinoid including the top of the stem, the calyx and arms. Found at Richards Castle.",Crinoid,Chronostratigraphy,Silurian Period,CRINOIDEA,https://data.nhm.ac.uk/media/ludlow:G.03814.jpg
8564,"Fossilised remains of a Silurian acanthodian fish found at Temeside, Ludlow.",Fish,Chronostratigraphy,Silurian Period,Acanthodii,https://data.nhm.ac.uk/media/ludlow:G.20064a.jpg; https://data.nhm.ac.uk/media/ludlow:G.20064b.jpg
7178,"Fossilised remains of the Silurian trilobite Bumastus barriensis found at Wrens Nest, Dudley.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Bumastus barriensis,https://data.nhm.ac.uk/media/ludlow:G.05590.jpg
9140,"Fossil graptolite, Monograptus becki from the Pentamerus beds. Found at Harper's Dingle, Shropshire.",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Monograptus becki,https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0150.jpg
8582,Fossilised remains of a Devonian fish,Fish,Chronostratigraphy,Devonian Period,Chordata,https://data.nhm.ac.uk/media/ludlow:G.20084.jpg
7013,"Fossilised remains of grinding tooth from the Cretaceous Hypodontian shark, Ptychodus sp. The tooth is cut by a series of pronounced ridges and grooves.",Fish,"Chronostratigraphy, Lithostratigraphy",Cretaceous Period,Ptychodus sp.,https://data.nhm.ac.uk/media/ludlow:G.03894.002.jpg
8567,"Fragments of spines, scales and headshield of the Silurian Cephalaspid fish, Hemicyclaspis sp. Fragments of Kallostracan sp. also present.",Fish,Chronostratigraphy,Silurian Period,Hemicyclaspis sp.; Kallostracan sp.,https://data.nhm.ac.uk/media/ludlow:G.20066.jpg
7198,"Fossilised remains of cephalon of the Ordovician trilobite Flexiycalymene caractaci found by Wood, B. at Marshbrook, Shropshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Flexiycalymene caractaci,https://data.nhm.ac.uk/media/ludlow:G.05968.jpg
9157,Fossilised shell valve remains of the Ordovician brachiopod Trematis punctata (Sow). Found at Folly Bank near Enchmarsh.,Brachiopod,Chronostratigraphy,Ordovician Period,Trematis punctata,https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0418.001.jpg
8626,"Fossilised, carbonised stem fragments from a Devonian plant.",Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20138.jpg
7234,"Fragment of the foliage of the Upper Carboniferous fern, Asterotheca miltoni. Found at Alverley.",Plant,Biostratigraphy,Carboniferous Period,Asterotheca miltoni,https://data.nhm.ac.uk/media/ludlow:G.06235.jpg
8616,"Fossilised stem section of a Devonian plant, showing transverse markings and feint longitudinal ridges and furrows. Set in a matrix containing many small and fragmentary plant remains. Found Meadowley Wood.",Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20127.jpg
7203,"Fossilised remains of cephalon and pygidium of the Ordovician Agnostid trilobite, Geragnostus callavei, found at Hillside.",Trilobite,Chronostratigraphy,Ordovician Period,Geragnostus callavei,https://data.nhm.ac.uk/media/ludlow:G.06077.jpg
9191,"Precambrian, Uriconian Lithic Tuff. Found at Forest Glen Quarry, near the Wrekin, Shropshire.",Igneous Rock,Chronostratigraphy,Precambrian Eon,Tuff,https://data.nhm.ac.uk/media/ludlow:shyms_g_1977_0805.jpg
8628,"Fossilised fragmented and carbonised remains of Devonian plants. Found at Morville, Bridgnorth.",Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20140.jpg
7243,"Fossilised fragment of the Silurian, Acanthodian fish, Parexus sp.",Fish,Chronostratigraphy,Silurian Period,Parexus sp.,https://data.nhm.ac.uk/media/ludlow:G.06266.jpg
8635,"Fossilised rain prints in Precambrian rock, from the Longmynd, Shropshire.",Trace fossil,Chronostratigraphy,Precambrian Eon,,https://data.nhm.ac.uk/media/ludlow:G.20147.001.jpg
7212,"Fossilised scales from the Devonian lobe finned fish, Osteolepis sp. found at Blackpark, Edderton, Cromarty",Fish,"Chronostratigraphy, Lithostratigraphy",Devonian Period,Osteolepis sp.,https://data.nhm.ac.uk/media/ludlow:G.06132.jpg
7672,"Fossilised piece of a deer's lower right jaw, with teeth, from the Siwalik Hills of India.",Deer; Jaw,Chronostratigraphy,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.09882a.jpg; https://data.nhm.ac.uk/media/ludlow:G.09882b.jpg
7265,Ordovician graptolites- Glyptograptus sp. Also preserved are tubular fossils- Onuphionella (these are relective and have less mica incorperated into the tubes). Part of the Rorringon shale formation.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Glyptograptus sp.; Onuphionella,https://data.nhm.ac.uk/media/ludlow:G.06483.jpg; https://data.nhm.ac.uk/media/ludlow:G.06483b.jpg
7663,"Fossilised shell remains of the Silurian brachiopod, Leptaena contermina. Found by Kelly, F.B. at Round Hill, Shropshire. Counterpart to G.09826.001.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Leptaena contermina,https://data.nhm.ac.uk/media/ludlow:G.09826.002.jpg
7244,"Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras sp. together with a fragment of bryozoan, Spirorbis sp. Found at Whitcliffe, Ludlow.",Cephalopod; Bryozoan,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras sp.; Spirorbis sp.,https://data.nhm.ac.uk/media/ludlow:G.06274.jpg
6663,"Fossilised single valve of the Silurian Inarticulate brachiopod, Lingula lewisi. The valve is spatulate in form and tapers towards the posterior margin.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Lingula lewisi,https://data.nhm.ac.uk/media/ludlow:G.00146.jpg
7733,"Fossilised remains of phragmocone of the Silurian cephalopod, Kionoceras angulatum showing the septal structure. Found at Shelderton, Craven Arms, Shropshire.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Kionoceras angulatum,https://data.nhm.ac.uk/media/ludlow:G.10084.jpg
